Date,ES=F
2017-11-09 00:00:00-05:00,2584.0
2017-11-10 00:00:00-05:00,2579.5
2017-11-13 00:00:00-05:00,2582.0
2017-11-14 00:00:00-05:00,2578.0
2017-11-15 00:00:00-05:00,2565.0
2017-11-16 00:00:00-05:00,2585.0
2017-11-17 00:00:00-05:00,2576.25
2017-11-20 00:00:00-05:00,2582.0
2017-11-21 00:00:00-05:00,2596.25
2017-11-22 00:00:00-05:00,2594.5
2017-11-24 00:00:00-05:00,2601.0
2017-11-27 00:00:00-05:00,2601.75
2017-11-28 00:00:00-05:00,2626.0
2017-11-29 00:00:00-05:00,2625.0
2017-11-30 00:00:00-05:00,2648.0
2017-12-01 00:00:00-05:00,2644.0
2017-12-04 00:00:00-05:00,2638.25
2017-12-05 00:00:00-05:00,2628.25
2017-12-06 00:00:00-05:00,2629.25
2017-12-07 00:00:00-05:00,2639.5
2017-12-08 00:00:00-05:00,2651.0
2017-12-11 00:00:00-05:00,2661.5
2017-12-12 00:00:00-05:00,2665.0
2017-12-13 00:00:00-05:00,2666.5
2017-12-14 00:00:00-05:00,2653.25
2017-12-15 00:00:00-05:00,2666.75
2017-12-18 00:00:00-05:00,2694.5
2017-12-19 00:00:00-05:00,2684.0
2017-12-20 00:00:00-05:00,2681.5
2017-12-21 00:00:00-05:00,2687.75
2017-12-22 00:00:00-05:00,2686.0
2017-12-26 00:00:00-05:00,2687.0
2017-12-27 00:00:00-05:00,2685.5
2017-12-28 00:00:00-05:00,2685.75
2017-12-29 00:00:00-05:00,2676.0
2018-01-02 00:00:00-05:00,2693.0
2018-01-03 00:00:00-05:00,2711.0
2018-01-04 00:00:00-05:00,2723.75
2018-01-05 00:00:00-05:00,2742.5
2018-01-08 00:00:00-05:00,2746.75
2018-01-09 00:00:00-05:00,2752.25
2018-01-10 00:00:00-05:00,2750.5
2018-01-11 00:00:00-05:00,2769.5
2018-01-12 00:00:00-05:00,2788.75
2018-01-16 00:00:00-05:00,2782.5
2018-01-17 00:00:00-05:00,2803.75
2018-01-18 00:00:00-05:00,2796.25
2018-01-19 00:00:00-05:00,2811.0
2018-01-22 00:00:00-05:00,2835.25
2018-01-23 00:00:00-05:00,2839.5
2018-01-24 00:00:00-05:00,2841.0
2018-01-25 00:00:00-05:00,2841.25
2018-01-26 00:00:00-05:00,2874.5
2018-01-29 00:00:00-05:00,2853.5
2018-01-30 00:00:00-05:00,2824.5
2018-01-31 00:00:00-05:00,2825.75
2018-02-01 00:00:00-05:00,2822.5
2018-02-02 00:00:00-05:00,2756.75
2018-02-05 00:00:00-05:00,2607.75
2018-02-06 00:00:00-05:00,2694.25
2018-02-07 00:00:00-05:00,2668.25
2018-02-08 00:00:00-05:00,2593.5
2018-02-09 00:00:00-05:00,2619.0
2018-02-12 00:00:00-05:00,2655.25
2018-02-13 00:00:00-05:00,2661.75
2018-02-14 00:00:00-05:00,2697.0
2018-02-15 00:00:00-05:00,2734.0
2018-02-16 00:00:00-05:00,2735.0
2018-02-20 00:00:00-05:00,2714.0
2018-02-21 00:00:00-05:00,2698.75
2018-02-22 00:00:00-05:00,2711.5
2018-02-23 00:00:00-05:00,2748.75
2018-02-26 00:00:00-05:00,2784.5
2018-02-27 00:00:00-05:00,2747.5
2018-02-28 00:00:00-05:00,2714.5
2018-03-01 00:00:00-05:00,2678.25
2018-03-02 00:00:00-05:00,2690.25
2018-03-05 00:00:00-05:00,2718.5
2018-03-06 00:00:00-05:00,2724.0
2018-03-07 00:00:00-05:00,2723.25
2018-03-08 00:00:00-05:00,2739.25
2018-03-09 00:00:00-05:00,2784.0
2018-03-12 00:00:00-04:00,2784.0
2018-03-13 00:00:00-04:00,2768.5
2018-03-14 00:00:00-04:00,2749.75
2018-03-15 00:00:00-04:00,2751.5
2018-03-16 00:00:00-04:00,2752.75
2018-03-19 00:00:00-04:00,2722.75
2018-03-20 00:00:00-04:00,2723.5
2018-03-21 00:00:00-04:00,2718.25
2018-03-22 00:00:00-04:00,2643.25
2018-03-23 00:00:00-04:00,2597.75
2018-03-26 00:00:00-04:00,2659.5
2018-03-27 00:00:00-04:00,2615.75
2018-03-28 00:00:00-04:00,2607.5
2018-03-29 00:00:00-04:00,2643.0
2018-04-02 00:00:00-04:00,2575.0
2018-04-03 00:00:00-04:00,2613.25
2018-04-04 00:00:00-04:00,2647.0
2018-04-05 00:00:00-04:00,2661.75
2018-04-06 00:00:00-04:00,2605.75
2018-04-09 00:00:00-04:00,2619.0
2018-04-10 00:00:00-04:00,2655.0
2018-04-11 00:00:00-04:00,2641.0
2018-04-12 00:00:00-04:00,2664.0
2018-04-13 00:00:00-04:00,2657.25
2018-04-16 00:00:00-04:00,2681.75
2018-04-17 00:00:00-04:00,2706.5
2018-04-18 00:00:00-04:00,2709.75
2018-04-19 00:00:00-04:00,2693.0
2018-04-20 00:00:00-04:00,2671.5
2018-04-23 00:00:00-04:00,2671.25
2018-04-24 00:00:00-04:00,2635.25
2018-04-25 00:00:00-04:00,2644.5
2018-04-26 00:00:00-04:00,2674.5
2018-04-27 00:00:00-04:00,2671.5
2018-04-30 00:00:00-04:00,2647.0
2018-05-01 00:00:00-04:00,2652.25
2018-05-02 00:00:00-04:00,2627.5
2018-05-03 00:00:00-04:00,2631.75
2018-05-04 00:00:00-04:00,2663.0
2018-05-07 00:00:00-04:00,2670.0
2018-05-08 00:00:00-04:00,2670.25
2018-05-09 00:00:00-04:00,2696.0
2018-05-10 00:00:00-04:00,2718.75
2018-05-11 00:00:00-04:00,2729.5
2018-05-14 00:00:00-04:00,2731.0
2018-05-15 00:00:00-04:00,2709.0
2018-05-16 00:00:00-04:00,2723.0
2018-05-17 00:00:00-04:00,2718.75
2018-05-18 00:00:00-04:00,2713.0
2018-05-21 00:00:00-04:00,2733.0
2018-05-22 00:00:00-04:00,2726.0
2018-05-23 00:00:00-04:00,2730.75
2018-05-24 00:00:00-04:00,2727.5
2018-05-25 00:00:00-04:00,2718.25
2018-05-29 00:00:00-04:00,2692.25
2018-05-30 00:00:00-04:00,2724.5
2018-05-31 00:00:00-04:00,2705.5
2018-06-01 00:00:00-04:00,2733.75
2018-06-04 00:00:00-04:00,2745.5
2018-06-05 00:00:00-04:00,2751.5
2018-06-06 00:00:00-04:00,2772.25
2018-06-07 00:00:00-04:00,2772.25
2018-06-08 00:00:00-04:00,2778.75
2018-06-11 00:00:00-04:00,2783.0
2018-06-12 00:00:00-04:00,2784.0
2018-06-13 00:00:00-04:00,2774.25
2018-06-14 00:00:00-04:00,2783.25
2018-06-15 00:00:00-04:00,2776.5
2018-06-18 00:00:00-04:00,2779.75
2018-06-19 00:00:00-04:00,2766.25
2018-06-20 00:00:00-04:00,2772.0
2018-06-21 00:00:00-04:00,2752.5
2018-06-22 00:00:00-04:00,2759.5
2018-06-25 00:00:00-04:00,2722.25
2018-06-26 00:00:00-04:00,2728.5
2018-06-27 00:00:00-04:00,2705.0
2018-06-28 00:00:00-04:00,2719.5
2018-06-29 00:00:00-04:00,2721.5
2018-07-02 00:00:00-04:00,2727.25
2018-07-03 00:00:00-04:00,2713.25
2018-07-05 00:00:00-04:00,2738.5
2018-07-06 00:00:00-04:00,2763.0
2018-07-09 00:00:00-04:00,2787.5
2018-07-10 00:00:00-04:00,2796.75
2018-07-11 00:00:00-04:00,2774.0
2018-07-12 00:00:00-04:00,2798.5
2018-07-13 00:00:00-04:00,2803.25
2018-07-16 00:00:00-04:00,2796.5
2018-07-17 00:00:00-04:00,2811.25
2018-07-18 00:00:00-04:00,2816.0
2018-07-19 00:00:00-04:00,2805.25
2018-07-20 00:00:00-04:00,2800.75
2018-07-23 00:00:00-04:00,2812.0
2018-07-24 00:00:00-04:00,2821.0
2018-07-25 00:00:00-04:00,2841.25
2018-07-26 00:00:00-04:00,2842.5
2018-07-27 00:00:00-04:00,2817.5
2018-07-30 00:00:00-04:00,2803.25
2018-07-31 00:00:00-04:00,2817.0
2018-08-01 00:00:00-04:00,2810.75
2018-08-02 00:00:00-04:00,2828.5
2018-08-03 00:00:00-04:00,2839.5
2018-08-06 00:00:00-04:00,2850.0
2018-08-07 00:00:00-04:00,2859.75
2018-08-08 00:00:00-04:00,2855.25
2018-08-09 00:00:00-04:00,2853.75
2018-08-10 00:00:00-04:00,2836.75
2018-08-13 00:00:00-04:00,2825.5
2018-08-14 00:00:00-04:00,2841.0
2018-08-15 00:00:00-04:00,2821.25
2018-08-16 00:00:00-04:00,2844.75
2018-08-17 00:00:00-04:00,2852.25
2018-08-20 00:00:00-04:00,2858.5
2018-08-21 00:00:00-04:00,2861.75
2018-08-22 00:00:00-04:00,2861.25
2018-08-23 00:00:00-04:00,2858.0
2018-08-24 00:00:00-04:00,2876.75
2018-08-27 00:00:00-04:00,2898.5
2018-08-28 00:00:00-04:00,2899.25
2018-08-29 00:00:00-04:00,2914.75
2018-08-30 00:00:00-04:00,2902.0
2018-08-31 00:00:00-04:00,2902.0
2018-09-04 00:00:00-04:00,2898.25
2018-09-05 00:00:00-04:00,2888.25
2018-09-06 00:00:00-04:00,2879.0
2018-09-07 00:00:00-04:00,2874.75
2018-09-10 00:00:00-04:00,2880.25
2018-09-11 00:00:00-04:00,2889.75
2018-09-12 00:00:00-04:00,2888.5
2018-09-13 00:00:00-04:00,2905.25
2018-09-14 00:00:00-04:00,2906.25
2018-09-17 00:00:00-04:00,2891.0
2018-09-18 00:00:00-04:00,2906.5
2018-09-19 00:00:00-04:00,2910.0
2018-09-20 00:00:00-04:00,2934.0
2018-09-21 00:00:00-04:00,2943.0
2018-09-24 00:00:00-04:00,2925.5
2018-09-25 00:00:00-04:00,2921.25
2018-09-26 00:00:00-04:00,2911.5
2018-09-27 00:00:00-04:00,2920.0
2018-09-28 00:00:00-04:00,2919.0
2018-10-01 00:00:00-04:00,2930.0
2018-10-02 00:00:00-04:00,2928.5
2018-10-03 00:00:00-04:00,2931.5
2018-10-04 00:00:00-04:00,2907.75
2018-10-05 00:00:00-04:00,2894.0
2018-10-08 00:00:00-04:00,2893.75
2018-10-09 00:00:00-04:00,2888.25
2018-10-10 00:00:00-04:00,2781.0
2018-10-11 00:00:00-04:00,2745.5
2018-10-12 00:00:00-04:00,2768.5
2018-10-15 00:00:00-04:00,2749.0
2018-10-16 00:00:00-04:00,2817.75
2018-10-17 00:00:00-04:00,2816.25
2018-10-18 00:00:00-04:00,2772.25
2018-10-19 00:00:00-04:00,2767.5
2018-10-22 00:00:00-04:00,2756.5
2018-10-23 00:00:00-04:00,2746.25
2018-10-24 00:00:00-04:00,2664.25
2018-10-25 00:00:00-04:00,2688.25
2018-10-26 00:00:00-04:00,2669.5
2018-10-29 00:00:00-04:00,2643.5
2018-10-30 00:00:00-04:00,2685.25
2018-10-31 00:00:00-04:00,2711.0
2018-11-01 00:00:00-04:00,2738.0
2018-11-02 00:00:00-04:00,2724.25
2018-11-05 00:00:00-05:00,2739.5
2018-11-06 00:00:00-05:00,2759.0
2018-11-07 00:00:00-05:00,2816.5
2018-11-08 00:00:00-05:00,2808.75
2018-11-09 00:00:00-05:00,2779.0
2018-11-12 00:00:00-05:00,2727.75
2018-11-13 00:00:00-05:00,2727.5
2018-11-14 00:00:00-05:00,2698.5
2018-11-15 00:00:00-05:00,2734.5
2018-11-16 00:00:00-05:00,2743.0
2018-11-19 00:00:00-05:00,2696.25
2018-11-20 00:00:00-05:00,2640.0
2018-11-21 00:00:00-05:00,2649.0
2018-11-23 00:00:00-05:00,2629.5
2018-11-26 00:00:00-05:00,2670.0
2018-11-27 00:00:00-05:00,2683.5
2018-11-28 00:00:00-05:00,2741.5
2018-11-29 00:00:00-05:00,2744.25
2018-11-30 00:00:00-05:00,2758.25
2018-12-03 00:00:00-05:00,2790.75
2018-12-04 00:00:00-05:00,2701.75
2018-12-06 00:00:00-05:00,2691.0
2018-12-07 00:00:00-05:00,2636.0
2018-12-10 00:00:00-05:00,2643.0
2018-12-11 00:00:00-05:00,2641.25
2018-12-12 00:00:00-05:00,2652.5
2018-12-13 00:00:00-05:00,2645.5
2018-12-14 00:00:00-05:00,2602.0
2018-12-17 00:00:00-05:00,2552.5
2018-12-18 00:00:00-05:00,2535.75
2018-12-19 00:00:00-05:00,2503.25
2018-12-20 00:00:00-05:00,2485.75
2018-12-21 00:00:00-05:00,2467.75
2018-12-24 00:00:00-05:00,2341.75
2018-12-26 00:00:00-05:00,2471.0
2018-12-27 00:00:00-05:00,2495.0
2018-12-28 00:00:00-05:00,2486.0
2018-12-31 00:00:00-05:00,2505.25
2019-01-02 00:00:00-05:00,2511.0
2019-01-03 00:00:00-05:00,2447.75
2019-01-04 00:00:00-05:00,2531.25
2019-01-07 00:00:00-05:00,2550.5
2019-01-08 00:00:00-05:00,2572.5
2019-01-09 00:00:00-05:00,2582.5
2019-01-10 00:00:00-05:00,2594.0
2019-01-11 00:00:00-05:00,2595.0
2019-01-14 00:00:00-05:00,2580.5
2019-01-15 00:00:00-05:00,2605.5
2019-01-16 00:00:00-05:00,2613.25
2019-01-17 00:00:00-05:00,2635.25
2019-01-18 00:00:00-05:00,2671.5
2019-01-22 00:00:00-05:00,2632.0
2019-01-23 00:00:00-05:00,2638.25
2019-01-24 00:00:00-05:00,2634.0
2019-01-25 00:00:00-05:00,2663.5
2019-01-28 00:00:00-05:00,2642.0
2019-01-29 00:00:00-05:00,2640.25
2019-01-30 00:00:00-05:00,2682.5
2019-01-31 00:00:00-05:00,2704.5
2019-02-01 00:00:00-05:00,2704.25
2019-02-04 00:00:00-05:00,2721.25
2019-02-05 00:00:00-05:00,2731.0
2019-02-06 00:00:00-05:00,2729.5
2019-02-07 00:00:00-05:00,2704.0
2019-02-08 00:00:00-05:00,2706.25
2019-02-11 00:00:00-05:00,2708.25
2019-02-12 00:00:00-05:00,2744.75
2019-02-13 00:00:00-05:00,2749.5
2019-02-14 00:00:00-05:00,2743.5
2019-02-15 00:00:00-05:00,2777.0
2019-02-19 00:00:00-05:00,2778.75
2019-02-20 00:00:00-05:00,2787.0
2019-02-21 00:00:00-05:00,2774.25
2019-02-22 00:00:00-05:00,2791.25
2019-02-25 00:00:00-05:00,2797.0
2019-02-26 00:00:00-05:00,2791.5
2019-02-27 00:00:00-05:00,2795.0
2019-02-28 00:00:00-05:00,2784.75
2019-03-01 00:00:00-05:00,2805.0
2019-03-04 00:00:00-05:00,2791.5
2019-03-05 00:00:00-05:00,2791.5
2019-03-06 00:00:00-05:00,2771.5
2019-03-07 00:00:00-05:00,2750.0
2019-03-08 00:00:00-05:00,2747.0
2019-03-11 00:00:00-04:00,2784.0
2019-03-12 00:00:00-04:00,2792.0
2019-03-13 00:00:00-04:00,2814.5
2019-03-14 00:00:00-04:00,2807.25
2019-03-15 00:00:00-04:00,2811.889892578125
2019-03-18 00:00:00-04:00,2840.5
2019-03-19 00:00:00-04:00,2836.5
2019-03-20 00:00:00-04:00,2827.0
2019-03-21 00:00:00-04:00,2862.5
2019-03-22 00:00:00-04:00,2810.75
2019-03-25 00:00:00-04:00,2807.0
2019-03-26 00:00:00-04:00,2823.0
2019-03-27 00:00:00-04:00,2810.5
2019-03-28 00:00:00-04:00,2821.0
2019-03-29 00:00:00-04:00,2837.75
2019-04-01 00:00:00-04:00,2870.5
2019-04-02 00:00:00-04:00,2867.0
2019-04-03 00:00:00-04:00,2879.75
2019-04-04 00:00:00-04:00,2882.75
2019-04-05 00:00:00-04:00,2896.0
2019-04-08 00:00:00-04:00,2898.25
2019-04-09 00:00:00-04:00,2882.5
2019-04-10 00:00:00-04:00,2894.5
2019-04-11 00:00:00-04:00,2891.75
2019-04-12 00:00:00-04:00,2912.5
2019-04-15 00:00:00-04:00,2909.5
2019-04-16 00:00:00-04:00,2911.5
2019-04-17 00:00:00-04:00,2900.5
2019-04-18 00:00:00-04:00,2910.0
2019-04-22 00:00:00-04:00,2912.5
2019-04-23 00:00:00-04:00,2938.0
2019-04-24 00:00:00-04:00,2930.75
2019-04-25 00:00:00-04:00,2926.25
2019-04-26 00:00:00-04:00,2941.5
2019-04-29 00:00:00-04:00,2943.0
2019-04-30 00:00:00-04:00,2948.5
2019-05-01 00:00:00-04:00,2923.0
2019-05-02 00:00:00-04:00,2917.5
2019-05-03 00:00:00-04:00,2947.5
2019-05-06 00:00:00-04:00,2932.5
2019-05-07 00:00:00-04:00,2890.75
2019-05-08 00:00:00-04:00,2887.25
2019-05-09 00:00:00-04:00,2872.75
2019-05-10 00:00:00-04:00,2887.0
2019-05-13 00:00:00-04:00,2807.0
2019-05-14 00:00:00-04:00,2839.25
2019-05-15 00:00:00-04:00,2855.0
2019-05-16 00:00:00-04:00,2878.5
2019-05-17 00:00:00-04:00,2862.0
2019-05-20 00:00:00-04:00,2844.0
2019-05-21 00:00:00-04:00,2866.0
2019-05-22 00:00:00-04:00,2857.5
2019-05-23 00:00:00-04:00,2819.5
2019-05-24 00:00:00-04:00,2831.75
2019-05-28 00:00:00-04:00,2805.0
2019-05-29 00:00:00-04:00,2780.0
2019-05-30 00:00:00-04:00,2790.5
2019-05-31 00:00:00-04:00,2752.5
2019-06-03 00:00:00-04:00,2749.5
2019-06-04 00:00:00-04:00,2805.0
2019-06-05 00:00:00-04:00,2827.75
2019-06-06 00:00:00-04:00,2845.75
2019-06-07 00:00:00-04:00,2875.0
2019-06-10 00:00:00-04:00,2889.25
2019-06-11 00:00:00-04:00,2887.0
2019-06-12 00:00:00-04:00,2881.0
2019-06-13 00:00:00-04:00,2894.5
2019-06-14 00:00:00-04:00,2890.5
2019-06-17 00:00:00-04:00,2892.0
2019-06-18 00:00:00-04:00,2921.75
2019-06-19 00:00:00-04:00,2929.0
2019-06-20 00:00:00-04:00,2955.75
2019-06-21 00:00:00-04:00,2953.89990234375
2019-06-24 00:00:00-04:00,2952.0
2019-06-25 00:00:00-04:00,2922.0
2019-06-26 00:00:00-04:00,2918.0
2019-06-27 00:00:00-04:00,2931.0
2019-06-28 00:00:00-04:00,2944.25
2019-07-01 00:00:00-04:00,2967.75
2019-07-02 00:00:00-04:00,2979.5
2019-07-03 00:00:00-04:00,3000.25
2019-07-05 00:00:00-04:00,2990.5
2019-07-08 00:00:00-04:00,2978.5
2019-07-09 00:00:00-04:00,2982.0
2019-07-10 00:00:00-04:00,2997.5
2019-07-11 00:00:00-04:00,3004.0
2019-07-12 00:00:00-04:00,3015.5
2019-07-15 00:00:00-04:00,3017.25
2019-07-16 00:00:00-04:00,3007.0
2019-07-17 00:00:00-04:00,2985.0
2019-07-18 00:00:00-04:00,2997.5
2019-07-19 00:00:00-04:00,2977.0
2019-07-22 00:00:00-04:00,2989.0
2019-07-23 00:00:00-04:00,3008.0
2019-07-24 00:00:00-04:00,3021.5
2019-07-25 00:00:00-04:00,3006.5
2019-07-26 00:00:00-04:00,3024.5
2019-07-29 00:00:00-04:00,3021.75
2019-07-30 00:00:00-04:00,3012.25
2019-07-31 00:00:00-04:00,2982.25
2019-08-01 00:00:00-04:00,2952.0
2019-08-02 00:00:00-04:00,2932.5
2019-08-05 00:00:00-04:00,2830.0
2019-08-06 00:00:00-04:00,2876.0
2019-08-07 00:00:00-04:00,2880.5
2019-08-08 00:00:00-04:00,2940.0
2019-08-09 00:00:00-04:00,2919.75
2019-08-12 00:00:00-04:00,2880.25
2019-08-13 00:00:00-04:00,2932.0
2019-08-14 00:00:00-04:00,2840.75
2019-08-15 00:00:00-04:00,2848.5
2019-08-16 00:00:00-04:00,2891.5
2019-08-19 00:00:00-04:00,2923.75
2019-08-20 00:00:00-04:00,2898.25
2019-08-21 00:00:00-04:00,2929.25
2019-08-22 00:00:00-04:00,2922.25
2019-08-23 00:00:00-04:00,2855.5
2019-08-26 00:00:00-04:00,2883.25
2019-08-27 00:00:00-04:00,2865.5
2019-08-28 00:00:00-04:00,2889.75
2019-08-29 00:00:00-04:00,2926.75
2019-08-30 00:00:00-04:00,2924.75
2019-09-03 00:00:00-04:00,2906.0
2019-09-04 00:00:00-04:00,2938.5
2019-09-05 00:00:00-04:00,2972.0
2019-09-06 00:00:00-04:00,2980.75
2019-09-09 00:00:00-04:00,2978.25
2019-09-10 00:00:00-04:00,2978.5
2019-09-11 00:00:00-04:00,3002.0
2019-09-12 00:00:00-04:00,3011.75
2019-09-13 00:00:00-04:00,3006.5
2019-09-16 00:00:00-04:00,2999.0
2019-09-17 00:00:00-04:00,3005.5
2019-09-18 00:00:00-04:00,3006.25
2019-09-19 00:00:00-04:00,3006.0
2019-09-20 00:00:00-04:00,3013.610107421875
2019-09-23 00:00:00-04:00,2997.0
2019-09-24 00:00:00-04:00,2970.25
2019-09-25 00:00:00-04:00,2986.25
2019-09-26 00:00:00-04:00,2980.5
2019-09-27 00:00:00-04:00,2963.75
2019-09-30 00:00:00-04:00,2978.5
2019-10-01 00:00:00-04:00,2937.75
2019-10-02 00:00:00-04:00,2880.5
2019-10-03 00:00:00-04:00,2911.75
2019-10-04 00:00:00-04:00,2951.0
2019-10-07 00:00:00-04:00,2937.5
2019-10-08 00:00:00-04:00,2892.5
2019-10-09 00:00:00-04:00,2919.0
2019-10-10 00:00:00-04:00,2941.0
2019-10-11 00:00:00-04:00,2970.75
2019-10-14 00:00:00-04:00,2965.5
2019-10-15 00:00:00-04:00,2997.75
2019-10-16 00:00:00-04:00,2991.5
2019-10-17 00:00:00-04:00,2998.0
2019-10-18 00:00:00-04:00,2988.25
2019-10-21 00:00:00-04:00,3006.5
2019-10-22 00:00:00-04:00,2994.5
2019-10-23 00:00:00-04:00,3005.75
2019-10-24 00:00:00-04:00,3004.25
2019-10-25 00:00:00-04:00,3020.25
2019-10-28 00:00:00-04:00,3036.25
2019-10-29 00:00:00-04:00,3035.75
2019-10-30 00:00:00-04:00,3047.75
2019-10-31 00:00:00-04:00,3035.75
2019-11-01 00:00:00-04:00,3063.25
2019-11-04 00:00:00-05:00,3075.75
2019-11-05 00:00:00-05:00,3072.0
2019-11-06 00:00:00-05:00,3075.5
2019-11-07 00:00:00-05:00,3086.0
2019-11-08 00:00:00-05:00,3090.5
2019-11-11 00:00:00-05:00,3087.5
2019-11-12 00:00:00-05:00,3092.0
2019-11-13 00:00:00-05:00,3095.5
2019-11-14 00:00:00-05:00,3097.0
2019-11-15 00:00:00-05:00,3118.25
2019-11-18 00:00:00-05:00,3121.75
2019-11-19 00:00:00-05:00,3118.5
2019-11-20 00:00:00-05:00,3109.0
2019-11-21 00:00:00-05:00,3104.0
2019-11-22 00:00:00-05:00,3111.5
2019-11-25 00:00:00-05:00,3132.75
2019-11-26 00:00:00-05:00,3143.75
2019-11-27 00:00:00-05:00,3153.75
2019-11-29 00:00:00-05:00,3143.75
2019-12-02 00:00:00-05:00,3114.25
2019-12-03 00:00:00-05:00,3091.0
2019-12-04 00:00:00-05:00,3111.0
2019-12-05 00:00:00-05:00,3117.75
2019-12-06 00:00:00-05:00,3146.0
2019-12-09 00:00:00-05:00,3134.5
2019-12-10 00:00:00-05:00,3136.0
2019-12-11 00:00:00-05:00,3143.0
2019-12-12 00:00:00-05:00,3168.0
2019-12-13 00:00:00-05:00,3172.0
2019-12-16 00:00:00-05:00,3194.25
2019-12-17 00:00:00-05:00,3192.0
2019-12-18 00:00:00-05:00,3194.75
2019-12-19 00:00:00-05:00,3207.0
2019-12-20 00:00:00-05:00,3231.02001953125
2019-12-23 00:00:00-05:00,3227.25
2019-12-24 00:00:00-05:00,3225.75
2019-12-26 00:00:00-05:00,3244.5
2019-12-27 00:00:00-05:00,3237.5
2019-12-30 00:00:00-05:00,3223.5
2019-12-31 00:00:00-05:00,3231.0
2020-01-02 00:00:00-05:00,3259.0
2020-01-03 00:00:00-05:00,3235.5
2020-01-06 00:00:00-05:00,3243.5
2020-01-07 00:00:00-05:00,3235.25
2020-01-08 00:00:00-05:00,3260.25
2020-01-09 00:00:00-05:00,3276.0
2020-01-10 00:00:00-05:00,3264.75
2020-01-13 00:00:00-05:00,3289.75
2020-01-14 00:00:00-05:00,3288.0
2020-01-15 00:00:00-05:00,3293.75
2020-01-16 00:00:00-05:00,3316.5
2020-01-17 00:00:00-05:00,3325.0
2020-01-21 00:00:00-05:00,3319.5
2020-01-22 00:00:00-05:00,3319.75
2020-01-23 00:00:00-05:00,3326.0
2020-01-24 00:00:00-05:00,3293.5
2020-01-27 00:00:00-05:00,3239.5
2020-01-28 00:00:00-05:00,3278.25
2020-01-29 00:00:00-05:00,3272.5
2020-01-30 00:00:00-05:00,3289.75
2020-01-31 00:00:00-05:00,3224.0
2020-02-03 00:00:00-05:00,3245.5
2020-02-04 00:00:00-05:00,3299.5
2020-02-05 00:00:00-05:00,3335.0
2020-02-06 00:00:00-05:00,3345.25
2020-02-07 00:00:00-05:00,3325.5
2020-02-10 00:00:00-05:00,3353.0
2020-02-11 00:00:00-05:00,3357.5
2020-02-12 00:00:00-05:00,3380.5
2020-02-13 00:00:00-05:00,3377.5
2020-02-14 00:00:00-05:00,3381.0
2020-02-18 00:00:00-05:00,3369.25
2020-02-19 00:00:00-05:00,3387.25
2020-02-20 00:00:00-05:00,3369.25
2020-02-21 00:00:00-05:00,3339.25
2020-02-24 00:00:00-05:00,3226.25
2020-02-25 00:00:00-05:00,3132.5
2020-02-26 00:00:00-05:00,3110.25
2020-02-27 00:00:00-05:00,2957.0
2020-02-28 00:00:00-05:00,2951.0
2020-03-02 00:00:00-05:00,3065.0
2020-03-03 00:00:00-05:00,2997.0
2020-03-04 00:00:00-05:00,3114.75
2020-03-05 00:00:00-05:00,3015.5
2020-03-06 00:00:00-05:00,2964.0
2020-03-09 00:00:00-04:00,2747.75
2020-03-10 00:00:00-04:00,2865.75
2020-03-11 00:00:00-04:00,2740.25
